"","scenario","ssb_below_blim_total","ssb_below_blim_iter","collapse_total","collapse_iter","fmaxed_total","fmaxed_iter","yield","rel_yield","stk_pos","stk_pos2","stock","fhist","catch_rule","TAC","options","uncertainty","perfect_knowledge","HCRmult","w","b_w","b_z","upper_constraint","lower_constraint"
"2804",2804,0.57074,1,0.3985,0.672,0.02828,0.664,27.9092620152867,0.453374808530855,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2805",2805,0.26246,0.998,0.06322,0.142,0.00986,0.14,35.6440572853781,0.643041950613713,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2806",2806,0.052,0.994,0,0,0,0,33.1951609536199,0.473415809449581,4,4,"smn-con","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2807",2807,0.11118,1,0.03822,0.076,0.00178,0.07,56.5142595844568,0.569800273468611,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2808",2808,0.16678,1,0.0889,0.166,0.01052,0.166,49.3226542719718,0.571685929046961,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2809",2809,0.67696,1,0.52246,0.828,0.0636,0.828,53.0541633617627,0.332807986658015,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2810",2810,0.0665,0.986,0,0,0,0,6.1662422504608,0.167448343246842,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2811",2811,0.5283,1,0.46188,0.998,0.21358,0.998,32.0138044847466,0.0555221060239232,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2812",2812,0.23462,1,0.1282,0.238,0.0081,0.234,65.7167715818298,0.619082558746564,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2813",2813,0.63816,1,0.49142,0.944,0.06426,0.944,46.1577845929492,0.20479793561438,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2814",2814,0.19492,1,0.0914,0.198,0.00856,0.2,35.0365094694227,0.633164217299024,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2815",2815,0.46288,1,0.24106,0.47,0.02414,0.468,41.647984455754,0.562085442092652,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2816",2816,0.63082,1,0.4381,0.706,0.0349,0.704,31.9699794369874,0.433764305093145,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2817",2817,0.12184,1,0.03574,0.068,0.00308,0.068,42.9457523995762,0.644528616613058,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2818",2818,0.4196,0.994,0.34818,0.982,0.04062,0.972,33.1769210716209,0.0898778341506118,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2819",2819,0.71964,0.998,0.53092,0.744,0.03222,0.74,20.9723607049296,0.367529141240781,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2820",2820,0.50852,1,0.17608,0.348,0.02396,0.346,30.541879479678,0.560394165028749,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2821",2821,0.06546,0.536,0.00104,0.012,4e-05,0.002,41.4797367556864,0.57097471738759,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2822",2822,0.14586,0.84,0.08142,0.138,0.00358,0.128,55.5456009951725,0.615713674031775,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2823",2823,0.18664,0.696,0.13696,0.224,0.01494,0.224,47.521885137226,0.636735110326879,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2824",2824,0.78416,0.998,0.62788,0.914,0.07316,0.918,30.1268269124696,0.215067827918274,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2825",2825,0.02058,0.94,0,0,0,0,5.84761986896743,0.165834236111028,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2826",2826,0.52826,1,0.46206,0.998,0.21038,0.998,31.3813620937931,0.0608477696012446,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2827",2827,0.33318,0.966,0.21378,0.35,0.01152,0.346,59.2201197214616,0.615578583333861,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2828",2828,0.65398,1,0.52572,0.982,0.0668,0.982,21.1382269104139,0.110834565054828,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2829",2829,0.24498,0.956,0.16826,0.272,0.01202,0.27,32.7643160922907,0.672547240363597,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2830",2830,0.65198,1,0.40904,0.642,0.03354,0.628,31.5999647084287,0.442663133247611,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2831",2831,0.77142,0.996,0.57468,0.798,0.03794,0.794,23.5854216603866,0.336810919529884,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2832",2832,0.15772,0.92,0.08738,0.144,0.00598,0.142,41.6753777922464,0.692111276663455,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2833",2833,0.14144,0.998,0.00974,0.024,0.00076,0.022,53.4613194723042,0.685207939091766,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2834",2834,0.07928,0.994,0.00478,0.016,0.0014,0.016,87.378479144048,0.586578299147479,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2835",2835,0.2752,0.996,0.08096,0.19,0.01252,0.186,36.8757669936614,0.639448475833727,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2836",2836,0.13978,0.91,0.01728,0.048,0.0016,0.048,19.9434269784152,0.587990053056773,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2837",2837,0.2283,1,0.04556,0.108,0.00382,0.104,41.1246434592886,0.673068497854452,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2838",2838,0.46592,1,0.38848,0.99,0.05976,0.99,29.4339686161041,0.0777123635171412,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2839",2839,0.39084,1,0.32118,0.992,0.05376,0.988,21.1365477030277,0.0847369304875246,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2840",2840,0.616,1,0.45878,0.804,0.02802,0.79,40.4247066080766,0.354441861532141,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2841",2841,0.5362,1,0.37726,0.644,0.02772,0.638,40.9600195966806,0.464495930357815,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2842",2842,0.09642,0.958,0.01228,0.028,7e-04,0.026,24.3582214409016,0.602960192959663,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2843",2843,0.52492,1,0.40668,0.9,0.04664,0.9,29.1716551392974,0.188449828860118,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2844",2844,0.1391,1,0.02538,0.07,0.00284,0.058,94.9520570515993,0.669360626473362,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2845",2845,0.58566,1,0.44732,0.898,0.0386,0.896,81.6844134746442,0.232553988390381,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2846",2846,0.09324,0.882,0.00302,0.01,6e-04,0.01,20.5938753952677,0.598824303565414,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2847",2847,0.30014,0.96,0.0533,0.098,0.00472,0.094,53.3047645756788,0.693392446569455,45,16,"syc27.67","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2848",2848,0.16192,0.84,0.02272,0.062,0.00432,0.054,102.863070670825,0.692823907537371,46,17,"syc27.8c","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2849",2849,0.52824,0.994,0.20862,0.378,0.02602,0.372,29.7191038612567,0.526596162187733,47,18,"sdv.27.nea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2850",2850,0.35684,1,0.04168,0.1,0.00322,0.096,18.9725680201654,0.546644683157127,48,19,"rjc.27.afg","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2851",2851,0.55056,1,0.18262,0.342,0.0131,0.332,33.7025511769482,0.562178801506105,49,20,"rjc.27.347d","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2852",2852,0.45014,0.992,0.3811,0.97,0.06618,0.97,23.5458055022602,0.075689711304237,50,21,"sardina_pilchardus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2853",2853,0.3804,0.996,0.31832,0.986,0.0553,0.986,14.6006481004165,0.0704170922841837,51,22,"zeus_faber","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2854",2854,0.68278,0.988,0.53244,0.886,0.03186,0.878,27.6844456936531,0.271591607355085,52,23,"chelidonichtys_lucerna","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2855",2855,0.7244,0.998,0.5432,0.822,0.03852,0.822,24.5901210292544,0.319751376140738,53,24,"spondyliosoma_cantharus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2856",2856,0.10008,0.832,0.02192,0.044,0.00096,0.042,24.9281141398204,0.626843274256444,54,25,"anarchias_lupus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2857",2857,0.54592,1,0.4436,0.972,0.05166,0.966,14.7916398668209,0.116843799942715,55,26,"scophthalmus_rhombus","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2858",2858,0.42962,0.996,0.14084,0.3,0.01274,0.268,89.3550751611663,0.634268208772184,56,27,"arg-comb-ex5.","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2859",2859,0.61724,0.998,0.4963,0.974,0.04238,0.966,42.3702960057541,0.134321423050047,57,28,"ane-pore","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2860",2860,0.12518,0.766,0.00388,0.01,0.00062,0.01,21.0937385658893,0.606282386099528,58,29,"ang-78ab_2","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,Inf,0.7
"2861",2861,0.22736,0.994,0.17872,0.504,0.01926,0.498,101.845037862766,0.247547719796475,1,1,"her-nis","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2862",2862,0.31696,1,0.15772,0.392,0.01598,0.388,34.9346449715004,0.567499347219293,2,2,"pol-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2863",2863,0.21242,1,0.05092,0.15,0.01178,0.15,33.8964858909136,0.611514627297627,3,3,"lin-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2864",2864,0.0575,0.996,0,0,0,0,31.4986014149039,0.449220171162939,4,4,"smn-con","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2865",2865,0.11324,1,0.03942,0.064,0.0017,0.062,46.7260693600355,0.471111668014918,5,5,"mut-comb","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2866",2866,0.12488,1,0.05266,0.084,0.0058,0.084,38.9061854480528,0.450951375221969,6,6,"tur-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2867",2867,0.26122,1,0.15668,0.312,0.02348,0.31,91.4655370931729,0.573761969272933,7,7,"lem-nsea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2868",2868,0.08714,0.996,0,0,0,0,5.94850834977006,0.161535636697466,8,8,"meg-4a6a","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2869",2869,0.31884,0.89,0.27778,0.6,0.12754,0.6,82.4183309685047,0.142939565727917,9,9,"san-ns4","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2870",2870,0.13864,1,0.05096,0.094,0.0031,0.09,62.3932767068422,0.587773690984756,10,10,"ple-celt","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2871",2871,0.28344,1,0.19276,0.412,0.02608,0.41,100.512940882529,0.445966871607972,11,11,"whg-7e-k","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2872",2872,0.15546,1,0.05646,0.088,0.00424,0.088,30.9753871668493,0.559773421155115,12,12,"had-iris","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2873",2873,0.28548,1,0.10622,0.27,0.01414,0.26,45.3000421078741,0.611373984305796,13,13,"ang-78ab","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2874",2874,0.37826,1,0.20104,0.466,0.0218,0.462,41.1150017022713,0.557842715458742,14,14,"ang-ivvi","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2875",2875,0.09856,1,0.01528,0.034,0.0013,0.032,37.7288762619365,0.566233889610726,15,15,"nep-2829","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2876",2876,0.24916,0.852,0.19404,0.548,0.02274,0.546,121.579996102527,0.329365907769001,16,1,"her-nis","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2877",2877,0.44644,0.994,0.28302,0.516,0.02214,0.516,31.5521916717076,0.552934887613365,17,2,"pol-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2878",2878,0.362,1,0.13404,0.286,0.01928,0.28,31.0386615869659,0.569509314422227,18,3,"lin-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2879",2879,0.0588,0.48,0.00204,0.006,0.00016,0.004,40.0340765395831,0.551074990487444,19,4,"smn-con","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2880",2880,0.0403,0.77,0.0092,0.018,0.00058,0.018,56.098504084604,0.62184251207616,20,5,"mut-comb","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2881",2881,0.01432,0.464,0.00416,0.01,0.00048,0.01,48.9024849171548,0.655233457996626,21,6,"tur-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2882",2882,0.32902,0.964,0.2299,0.422,0.0323,0.422,94.7031389077468,0.67606185148896,22,7,"lem-nsea","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2883",2883,0.02088,0.94,0,0,0,0,5.29373781361695,0.150126544844688,23,8,"meg-4a6a","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2884",2884,0.37676,0.822,0.32698,0.706,0.1502,0.706,89.5906705916318,0.173714336117324,24,9,"san-ns4","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2885",2885,0.11932,0.92,0.05654,0.108,0.00312,0.104,69.0912850605507,0.718186919890273,25,10,"ple-celt","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2886",2886,0.31512,0.974,0.21664,0.454,0.0298,0.452,116.457028979444,0.61062189412657,26,11,"whg-7e-k","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2887",2887,0.06024,0.926,0.02412,0.058,0.0024,0.058,36.1903788025613,0.74287341517569,27,12,"had-iris","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2888",2888,0.4256,0.994,0.22202,0.446,0.02216,0.436,39.5137683362458,0.553522406101843,28,13,"ang-78ab","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2889",2889,0.55404,1,0.3777,0.664,0.03142,0.66,33.9004789939078,0.484114792046268,29,14,"ang-ivvi","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2890",2890,0.04534,0.88,0.01386,0.034,0.00138,0.034,42.2574253713448,0.701777456417285,30,15,"nep-2829","roller-coaster","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2891",2891,0.12446,0.998,0.0121,0.034,0.00118,0.034,48.4695416320672,0.62122886337732,31,16,"syc27.67","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2892",2892,0.06922,0.998,0.00294,0.012,8e-04,0.01,76.4875074609047,0.513466387512694,32,17,"syc27.8c","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2893",2893,0.21308,0.998,0.05486,0.16,0.01086,0.158,35.3241182674744,0.612541932760057,33,18,"sdv.27.nea","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2894",2894,0.15568,0.962,0.02132,0.09,0.00312,0.084,18.6646125610974,0.550286896126811,34,19,"rjc.27.afg","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2895",2895,0.18884,1,0.03702,0.104,0.00406,0.102,38.4042060599608,0.628544325488427,35,20,"rjc.27.347d","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2896",2896,0.25296,0.99,0.20432,0.528,0.03086,0.528,92.4634550311957,0.244124525753001,36,21,"sardina_pilchardus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2897",2897,0.21078,0.984,0.16736,0.516,0.02746,0.516,63.1779051569634,0.253281748412782,37,22,"zeus_faber","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2898",2898,0.25106,1,0.15118,0.326,0.0112,0.318,64.1418878419606,0.562392953133965,38,23,"chelidonichtys_lucerna","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2899",2899,0.23168,1,0.1228,0.252,0.0112,0.25,52.5864871808315,0.596342714867478,39,24,"spondyliosoma_cantharus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2900",2900,0.10574,0.982,0.00774,0.026,0.00076,0.024,22.2284928382828,0.550241172718291,40,25,"anarchias_lupus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2901",2901,0.23308,1,0.1645,0.38,0.01958,0.382,63.8888776372235,0.41272420091724,41,26,"scophthalmus_rhombus","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2902",2902,0.101,1,0.00542,0.022,0.00096,0.022,85.1930785348746,0.600565108224135,42,27,"arg-comb-ex5.","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2903",2903,0.27594,1,0.18752,0.42,0.01792,0.414,150.593002300362,0.428735444363593,43,28,"ane-pore","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
"2904",2904,0.11114,0.936,0.00434,0.022,0.0011,0.022,19.0478003711605,0.553867864731001,44,29,"ang-78ab_2","one-way","3.2.1",2,"option_f:a option_r:a option_b:a MK:1.5","observation_error",FALSE,NA,NA,NA,NA,1.1,0.75
